"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
106682018,10668,2018,"NB0500000","NB0500000","","N","N",,"I","KEARNEY","KEARNEY CO SO MINDEN","Kearney","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",3542,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",5,2,7,0,3,3,0,0,01-JAN-98,01-JAN-02,01-JAN-02,01-APR-19,01-APR-19,01-APR-19,"N","KEARNEY","Non-MSA","Y","Y","Y"
106692018,10669,2018,"NB0500100","NB0500100","","N","N",,"I","MINDEN","MINDEN PD","Minden","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",2981,23378,"NBUCR0001","Nebraska Crime Commission","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",5,0,5,0,0,0,0,0,01-JAN-98,01-JAN-02,01-JAN-02,01-APR-19,01-APR-19,01-APR-19,"N","KEARNEY","Non-MSA","Y","Y","Y"
106702018,10670,2018,"NB0510000","NB0510000","","N","N",,"I","KEITH","KEITH CO SO OGALLALA","Keith","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",3502,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",7,4,11,1,4,5,0,0,01-JAN-98,01-SEP-03,01-SEP-03,01-APR-19,01-APR-19,01-APR-19,"N","KEITH","Non-MSA","Y","Y","Y"
106712018,10671,2018,"NB0510100","NB0510100","","N","N",,"I","OGALLALA","OGALLALA PD","Ogallala","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",4512,23378,"NBUCR0001","Nebraska Crime Commission","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",9,0,9,0,1,1,0,0,01-JAN-98,01-APR-03,01-APR-03,01-MAY-19,01-MAY-19,01-MAY-19,"N","KEITH","Non-MSA","Y","Y","Y"
106842018,10684,2018,"NB0560000","NB0560000","","N","N",,"I","LINCOLN","LINCOLN CO SO NORTH PLATTE","Lincoln","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",11288,23378,"NBUCR0001","Nebraska Crime Commission","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",22,17,39,2,20,22,0,0,01-JAN-98,01-JUL-09,01-JUL-09,01-APR-19,01-APR-19,01-APR-19,"N","LINCOLN","Non-MSA","Y","Y","Y"
106852018,10685,2018,"NB0560100","NB0560100","","N","N",,"I","NORTH PLATTE","NORTH PLATTE PD","North Platte","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",23774,23378,"NBUCR0001","Nebraska Crime Commission","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",39,3,42,3,20,23,0,0,01-JAN-98,01-JAN-09,01-JAN-09,01-APR-19,01-APR-19,01-APR-19,"N","LINCOLN","Non-MSA","Y","Y","Y"
106892018,10689,2018,"NB0600000","NB0600000","","N","N",,"I","MADISON","MADISON CO SO MADISON","Madison","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",7655,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",30,6,36,4,23,27,0,0,01-JAN-98,01-AUG-02,01-AUG-02,01-APR-19,01-APR-19,01-APR-19,"N","MADISON","Non-MSA","Y","Y","Y"
106902018,10690,2018,"NB0600100","NB0600100","","N","N",,"I","NORFOLK","NORFOLK PD","Norfolk","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",24458,23378,"NBUCR0001","Nebraska Crime Commission","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",35,3,38,1,13,14,0,0,01-JAN-98,01-JAN-98,01-JAN-98,01-APR-19,01-APR-19,01-APR-19,"N","MADISON","Non-MSA","Y","Y","Y"
106922018,10692,2018,"NB0600300","NB0600300","","N","N",,"I","MADISON","MADISON PD","Madison","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",2352,23378,"NBUCR0001","Nebraska Crime Commission","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,1,0,1,0,0,01-JAN-98,01-FEB-06,01-FEB-06,01-APR-19,01-APR-19,01-APR-19,"N","MADISON","Non-MSA","Y","Y","Y"
106952018,10695,2018,"NB0610000","NB0610000","","N","N",,"I","MERRICK","MERRICK CO SO CENTRAL CITY","Merrick","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",4951,23378,"NBUCR0001","Nebraska Crime Commission","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",9,8,17,0,0,0,0,0,01-JAN-98,01-JUL-14,01-JUL-14,01-APR-19,01-APR-19,01-APR-19,"N","MERRICK","Grand Island, NE","Y","Y","Y"
106962018,10696,2018,"NB0610100","NB0610100","","N","N",,"I","CENTRAL CITY","CENTRAL CITY PD","Central City","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",2918,23378,"NBUCR0001","Nebraska Crime Commission","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",5,0,5,0,1,1,0,0,01-JAN-98,01-JAN-02,01-JAN-02,01-APR-19,01-APR-19,01-APR-19,"N","MERRICK","Grand Island, NE","Y","Y","Y"
107032018,10703,2018,"NB0640000","NB0640000","","N","N",,"I","NEMAHA","NEMAHA CO SO AUBURN","Nemaha","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",6893,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",10,0,10,0,0,0,0,0,01-JAN-98,01-JAN-03,01-JAN-03,01-MAY-19,01-MAY-19,01-MAY-19,"N","NEMAHA","Non-MSA","Y","Y","Y"
107072018,10707,2018,"NB0660000","NB0660000","","N","N",,"I","OTOE","OTOE CO SO NEBRASKA CITY","Otoe","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",8713,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",14,3,17,0,12,12,0,0,01-JAN-98,01-JAN-02,,,,,"N","OTOE","Non-MSA","Y","Y","Y"
107082018,10708,2018,"NB0660100","NB0660100","","N","N",,"I","NEBRASKA CITY","NEBRASKA CITY PD","Nebraska City","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",7316,23378,"NBUCR0001","Nebraska Crime Commission","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",11,0,11,1,1,2,0,0,01-JAN-98,01-JAN-01,01-JAN-01,01-APR-19,01-APR-19,01-APR-19,"N","OTOE","Non-MSA","Y","Y","Y"
107102018,10710,2018,"NB0670000","NB0670000","","N","N",,"I","PAWNEE","PAWNEE CO SO PAWNEE CITY","Pawnee","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",2616,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",3,0,3,1,1,2,0,0,01-JAN-98,01-FEB-18,01-FEB-18,01-MAY-19,01-MAY-19,01-MAY-19,"N","PAWNEE","Non-MSA","Y","Y","Y"
107112018,10711,2018,"NB0680000","NB0680000","","N","N",,"I","PERKINS","PERKINS CO SO GRANT","Perkins","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",2885,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",5,0,5,1,1,2,0,0,01-JAN-98,01-JAN-06,01-JAN-06,01-MAY-19,01-MAY-19,01-MAY-19,"N","PERKINS","Non-MSA","Y","Y","Y"
107132018,10713,2018,"NB0690000","NB0690000","","N","N",,"I","PHELPS","PHELPS CO SO HOLDREGE","Phelps","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",3590,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",6,6,12,0,13,13,0,0,01-JAN-98,01-FEB-02,01-FEB-02,01-JUL-19,01-JUL-19,01-JUL-19,"N","PHELPS","Non-MSA","Y","Y","Y"
107142018,10714,2018,"NB0690100","NB0690100","","N","N",,"I","HOLDREGE","HOLDREGE PD","Holdrege","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",5432,23378,"NBUCR0001","Nebraska Crime Commission","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",8,1,9,2,6,8,0,0,01-JAN-98,01-DEC-01,01-DEC-01,01-APR-19,01-APR-19,01-APR-19,"N","PHELPS","Non-MSA","Y","Y","Y"
107202018,10720,2018,"NB0710000","NB0710000","","N","N",,"I","PLATTE","PLATTE CO SO COLUMBUS","Platte","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",9966,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",18,21,39,1,24,25,0,0,01-JAN-98,01-JAN-02,01-JAN-02,01-JUL-19,01-JUL-19,01-JUL-19,"N","PLATTE","Non-MSA","Y","Y","Y"
107212018,10721,2018,"NB0710100","NB0710100","","N","N",,"I","COLUMBUS","COLUMBUS PD","Columbus","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",23257,23378,"NBUCR0001","Nebraska Crime Commission","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",29,2,31,6,13,19,0,0,01-JAN-98,01-JAN-98,01-JAN-98,01-MAR-19,01-APR-19,01-MAR-19,"N","PLATTE","Non-MSA","Y","Y","Y"
107232018,10723,2018,"NB0720000","NB0720000","","N","N",,"I","POLK","POLK CO SO OSCEOLA","Polk","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",5307,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",7,2,9,0,2,2,0,0,01-JAN-98,01-JAN-03,01-JAN-03,01-APR-19,01-APR-19,01-APR-19,"N","POLK","Non-MSA","Y","Y","Y"
107252018,10725,2018,"NB0730000","NB0730000","","N","N",,"I","RED WILLOW","RED WILLOW CO SO MCCOOK","Red Willow","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",3139,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",6,5,11,0,10,10,0,0,01-JAN-98,01-JAN-16,01-JAN-16,01-MAY-19,01-MAY-19,01-MAY-19,"N","RED WILLOW","Non-MSA","Y","Y","Y"
107262018,10726,2018,"NB0730100","NB0730100","","N","N",,"I","MCCOOK","MCCOOK PD","McCook","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",7518,23378,"NBUCR0001","Nebraska Crime Commission","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",16,5,21,0,0,0,0,0,01-JAN-98,01-DEC-02,01-DEC-02,01-JUL-19,01-JUL-19,01-JUL-19,"N","RED WILLOW","Non-MSA","Y","Y","Y"
107272018,10727,2018,"NB0740000","NB0740000","","N","N",,"I","RICHARDSON","RICHARDSON CO SO FALLS CITY","Richardson","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",3727,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",10,13,23,0,4,4,0,0,01-JAN-98,01-DEC-14,01-DEC-14,01-OCT-19,01-OCT-19,01-OCT-19,"N","RICHARDSON","Non-MSA","Y","Y","Y"
107282018,10728,2018,"NB0740100","NB0740100","","N","N",,"I","FALLS CITY","FALLS CITY PD","Falls City","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",4167,23378,"NBUCR0001","Nebraska Crime Commission","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",7,0,7,1,4,5,0,0,01-JAN-98,01-NOV-15,01-NOV-15,01-MAY-19,01-MAY-19,01-MAY-19,"N","RICHARDSON","Non-MSA","Y","Y","Y"
107322018,10732,2018,"NB0760000","NB0760000","","N","N",,"I","SALINE","SALINE CO SO WILBER","Saline","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",5372,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",17,0,17,2,6,8,0,0,01-JAN-98,01-JAN-03,01-JAN-03,01-APR-19,01-APR-19,01-APR-19,"N","SALINE","Non-MSA","Y","Y","Y"
107342018,10734,2018,"NB0760200","NB0760200","","N","N",,"I","CRETE","CRETE PD","Crete","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",7185,23378,"NBUCR0001","Nebraska Crime Commission","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",11,0,11,3,1,4,0,0,01-JAN-98,01-NOV-15,01-NOV-15,01-MAY-19,01-MAY-19,01-MAY-19,"N","SALINE","Non-MSA","Y","Y","Y"
107362018,10736,2018,"NB0770000","NB0770000","","N","N",,"I","SARPY","SARPY CO SO PAPILLION","Sarpy","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",93890,23378,"NBUCR0001","Nebraska Crime Commission","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",92,36,128,28,55,83,0,0,01-JAN-98,01-JAN-98,01-JAN-98,01-MAY-19,01-MAY-19,01-MAY-19,"N","SARPY","Omaha-Council Bluffs, NE-IA","Y","Y","Y"
107372018,10737,2018,"NB0770100","NB0770100","","N","N",,"I","BELLEVUE","BELLEVUE PD","Bellevue","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",53683,23378,"NBUCR0001","Nebraska Crime Commission","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",87,5,92,7,9,16,0,0,01-JAN-98,01-JAN-98,01-JAN-98,01-MAY-19,01-MAY-19,01-MAY-19,"N","SARPY","Omaha-Council Bluffs, NE-IA","Y","Y","Y"
107382018,10738,2018,"NB0770200","NB0770200","","N","N",,"I","PAPILLION","PAPILLION PD","Papillion","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",19588,23378,"NBUCR0001","Nebraska Crime Commission","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",36,1,37,6,3,9,0,0,01-JAN-98,01-JAN-01,01-JAN-01,01-MAY-19,01-MAY-19,01-MAY-19,"N","SARPY","Omaha-Council Bluffs, NE-IA","Y","Y","Y"
107402018,10740,2018,"NB0770400","NB0770400","","N","N",,"I","LA VISTA","LA VISTA PD OMAHA","La Vista","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",17177,23378,"NBUCR0001","Nebraska Crime Commission","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",35,1,36,3,4,7,0,0,01-JAN-98,01-JAN-01,01-JAN-01,01-APR-19,01-APR-19,01-APR-19,"N","SARPY","Omaha-Council Bluffs, NE-IA","Y","Y","Y"
107422018,10742,2018,"NB0780000","NB0780000","","N","N",,"I","SAUNDERS","SAUNDERS CO SO WAHOO","Saunders","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",13985,23378,"NBUCR0001","Nebraska Crime Commission","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",13,3,16,0,3,3,0,0,01-JAN-98,01-MAY-14,01-MAY-14,01-APR-19,01-APR-19,01-APR-19,"N","SAUNDERS","Omaha-Council Bluffs, NE-IA","Y","Y","Y"
107432018,10743,2018,"NB0780100","NB0780100","","N","N",,"I","WAHOO","WAHOO PD","Wahoo","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",4464,23378,"NBUCR0001","Nebraska Crime Commission","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",5,0,5,1,0,1,0,0,01-JAN-98,01-JAN-03,01-JAN-03,01-MAY-19,01-MAY-19,01-MAY-19,"N","SAUNDERS","Omaha-Council Bluffs, NE-IA","Y","Y","Y"
107452018,10745,2018,"NB0790000","NB0790000","","N","N",,"I","SCOTTS BLUFF","SCOTTS BLUFF CO SO GERING","Scotts Bluff","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",9405,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",17,1,18,0,6,6,0,0,01-JAN-98,01-FEB-03,01-FEB-03,01-APR-19,01-APR-19,01-APR-19,"N","SCOTTS BLUFF","Non-MSA","Y","Y","Y"
107462018,10746,2018,"NB0790100","NB0790100","","N","N",,"I","SCOTTSBLUFF","SCOTTSBLUFF PD","Scottsbluff","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",16029,23378,"NBUCR0001","Nebraska Crime Commission","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",27,2,29,3,4,7,0,0,01-JAN-98,01-JAN-12,01-JAN-12,01-APR-19,01-APR-19,01-APR-19,"N","SCOTTS BLUFF","Non-MSA","Y","Y","Y"
107472018,10747,2018,"NB0790200","NB0790200","","N","N",,"I","GERING","GERING PD","Gering","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",8291,23378,"NBUCR0001","Nebraska Crime Commission","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",16,0,16,2,2,4,0,0,01-JAN-98,01-JAN-17,01-JAN-17,01-MAY-19,01-MAY-19,01-MAY-19,"N","SCOTTS BLUFF","Non-MSA","Y","Y","Y"
107482018,10748,2018,"NB0790300","NB0790300","","N","N",,"I","MITCHELL","MITCHELL PD","Mitchell","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",1654,23378,"NBUCR0001","Nebraska Crime Commission","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,1,0,1,0,0,01-JAN-98,01-JAN-08,01-JAN-08,01-MAY-19,01-MAY-19,01-MAY-19,"N","SCOTTS BLUFF","Non-MSA","Y","Y","Y"
107512018,10751,2018,"NB0800000","NB0800000","","N","N",,"I","SEWARD","SEWARD CO SO SEWARD","Seward","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",7887,23378,"NBUCR0001","Nebraska Crime Commission","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",13,4,17,1,8,9,0,0,01-JAN-98,01-MAY-01,01-MAY-01,01-MAY-19,01-MAY-19,01-MAY-19,"N","SEWARD","Lincoln, NE","Y","Y","Y"
107522018,10752,2018,"NB0800100","NB0800100","","N","N",,"I","SEWARD","SEWARD PD","Seward","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",7209,23378,"NBUCR0001","Nebraska Crime Commission","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",10,1,11,2,1,3,0,0,01-JAN-98,01-AUG-02,01-AUG-02,01-APR-19,01-APR-19,01-APR-19,"N","SEWARD","Lincoln, NE","Y","Y","Y"
107572018,10757,2018,"NB0820000","NB0820000","","N","N",,"I","SHERMAN","SHERMAN CO SO LOUP CITY","Sherman","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",3068,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",4,1,5,0,0,0,0,0,01-JAN-98,01-DEC-13,01-DEC-13,01-MAY-19,01-MAY-19,01-MAY-19,"N","SHERMAN","Non-MSA","Y","Y","Y"
107642018,10764,2018,"NB0870000","NB0870000","","N","N",,"I","THURSTON","THURSTON CO SO PENDER","Thurston","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",6333,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",8,0,8,1,4,5,0,0,01-JAN-98,01-JAN-14,01-JAN-14,01-MAY-19,01-MAY-19,01-MAY-19,"N","THURSTON","Non-MSA","Y","Y","Y"
107672018,10767,2018,"NB0880000","NB0880000","","N","N",,"I","VALLEY","VALLEY CO SO ORD","Valley","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",2094,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",5,0,5,0,5,5,0,0,01-JAN-98,01-DEC-16,01-DEC-16,01-APR-19,01-APR-19,01-APR-19,"N","VALLEY","Non-MSA","Y","Y","Y"
107682018,10768,2018,"NB0880100","NB0880100","","N","N",,"I","ORD","ORD PD","Ord","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",2097,23378,"NBUCR0001","Nebraska Crime Commission","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,1,0,1,0,0,01-JAN-98,01-APR-15,01-APR-15,01-APR-19,01-APR-19,01-APR-19,"N","VALLEY","Non-MSA","Y","Y","Y"
107692018,10769,2018,"NB0890000","NB0890000","","N","N",,"I","WASHINGTON","WASHINGTON CO SO BLAIR","Washington","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",12633,23378,"NBUCR0001","Nebraska Crime Commission","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",27,7,34,2,17,19,0,0,01-JAN-98,01-JUN-08,01-JUN-08,01-APR-19,01-APR-19,01-APR-19,"N","WASHINGTON","Omaha-Council Bluffs, NE-IA","Y","Y","Y"
107702018,10770,2018,"NB0890100","NB0890100","","N","N",,"I","BLAIR","BLAIR PD","Blair","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","City",8103,23378,"NBUCR0001","Nebraska Crime Commission","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",15,0,15,1,2,3,0,0,01-JAN-98,01-SEP-01,01-SEP-01,01-MAY-19,01-MAY-19,01-MAY-19,"N","WASHINGTON","Omaha-Council Bluffs, NE-IA","Y","Y","Y"
107712018,10771,2018,"NB0900000","NB0900000","","N","N",,"I","WAYNE","WAYNE CO SO WAYNE","Wayne","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",3787,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",6,0,6,0,1,1,0,0,01-JAN-98,01-FEB-05,01-FEB-05,01-MAY-19,01-MAY-19,01-MAY-19,"N","WAYNE","Non-MSA","Y","Y","Y"
107752018,10775,2018,"NB0920000","NB0920000","","N","N",,"I","WHEELER","WHEELER CO SO BARTLETT","Wheeler","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",815,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",2,0,2,0,0,0,0,0,01-JAN-98,01-OCT-18,01-OCT-18,01-JUL-19,01-JUL-19,01-JUL-19,"N","WHEELER","Non-MSA","Y","Y","Y"
107762018,10776,2018,"NB0930000","NB0930000","","N","N",,"I","YORK","YORK CO SO YORK","York","","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","County",5919,23378,"NBUCR0001","Nebraska Crime Commission","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",10,3,13,0,13,13,0,0,01-JAN-98,01-JAN-02,01-JAN-02,01-APR-19,01-APR-19,01-APR-19,"N","YORK","Non-MSA","Y","Y","Y"
257532018,25753,2018,"NB0100600","NB0100600","","N","N",,"I","UNV OF NEBRASKA: KEARNEY","","University of Nebraska:","Kearney","A",31,"Nebraska","NB","NE","4","West North Central","2","Midwest","Region II","University or College",0,23378,"NBUCR0001","Nebraska Crime Commission","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",8,3,11,1,0,1,0,0,01-JAN-98,01-OCT-14,01-OCT-14,01-APR-19,01-APR-19,01-APR-19,"N","BUFFALO","Non-MSA","Y","Y","Y"
