"DATA_YEAR","OFFENSE_ID","INCIDENT_ID","OFFENSE_TYPE_ID","ATTEMPT_COMPLETE_FLAG","LOCATION_ID","NUM_PREMISES_ENTERED","METHOD_ENTRY_CODE"
2018,125690869,102001898,11,"C",2,,""
2018,125698315,102001911,51,"C",20,,""
2018,125690906,101997357,14,"C",20,,""
2018,125695435,101994959,39,"C",7,,""
2018,125690951,102001964,45,"C",23,,""
2018,125690969,102001985,45,"C",23,,""
2018,125690987,102002005,35,"C",13,,""
2018,125690992,101995009,35,"C",13,,""
2018,125690997,101995011,5,"C",18,,""
2018,125695513,101995031,16,"C",13,,""
2018,125691032,101995031,35,"C",13,,""
2018,125695526,101997443,23,"C",7,,""
2018,125691068,101995060,21,"C",20,,""
2018,125691069,101995060,5,"C",20,,""
2018,125695579,101997493,23,"C",7,,""
2018,125691125,101997500,16,"C",13,,""
2018,125691132,101995100,16,"C",20,,""
2018,125701175,101995116,45,"C",45,,""
2018,125701188,102002141,7,"C",13,,""
2018,125695604,101997525,45,"C",14,,""
2018,125698557,102002162,21,"C",20,,""
2018,125701232,101997550,47,"C",20,,""
2018,125695641,102002204,16,"C",13,,""
2018,125698597,102002221,14,"C",20,,""
2018,125701286,101995164,46,"C",20,,""
2018,125701329,101997604,28,"C",20,,""
2018,125695697,101997612,45,"C",20,,""
2018,125701372,102002306,14,"C",18,,""
2018,125701406,101995211,27,"C",20,,""
2018,125698683,102002345,51,"C",15,,""
2018,125698693,101997670,45,"C",23,,""
2018,125695780,101997695,2,"C",20,,""
2018,125695784,102002420,45,"C",20,,""
2018,125701529,102002422,2,"C",20,,""
2018,125701560,102002464,51,"C",20,,""
2018,125701580,101997722,27,"C",13,,""
2018,125695818,101997724,44,"C",20,,""
2018,125695830,102002494,51,"C",20,,""
2018,123643542,100198680,5,"C",13,,""
2018,123643593,100198725,5,"C",13,,""
2018,123643596,100203450,11,"C",5,,""
2018,123652268,100206406,2,"C",20,,""
2018,123652314,100206476,35,"C",20,,""
2018,123647473,100206476,16,"C",20,,""
2018,123653191,100202551,56,"C",20,,""
2018,123643721,100203561,46,"C",20,,""
2018,123643730,100203569,51,"C",20,,""
2018,123639147,100198847,5,"C",13,,""
2018,123643767,100198884,5,"C",20,,""
2018,123643907,100198974,51,"C",20,,""
2018,123648539,100207323,11,"C",8,,""
2018,123643908,100198974,5,"C",20,,""
2018,123643914,100198982,40,"A",25,,""
2018,123639346,100199009,51,"C",20,,""
2018,123639344,100199009,27,"C",20,,""
2018,123639325,100198991,23,"C",12,,""
2018,123639368,100203762,44,"C",41,,""
2018,123643963,100203774,51,"C",20,,""
2018,123639387,100199040,39,"C",18,,""
2018,123639385,100199040,16,"C",18,,""
2018,123639384,100199040,28,"C",18,,""
2018,123639402,100203794,51,"C",20,,""
2018,123644015,100203813,51,"C",20,,""
2018,123644090,100199128,5,"C",20,,""
2018,123639517,100199136,35,"C",20,,""
2018,123639516,100199136,16,"C",20,,""
2018,123639740,100204077,14,"C",25,,""
2018,123644524,100199486,45,"C",25,,""
2018,123646416,100205586,28,"C",18,,""
2018,123646477,100205634,14,"C",13,,""
2018,123646519,100201237,14,"C",18,,""
2018,123646639,100205787,16,"C",7,,""
2018,123651504,100201217,47,"A",5,,""
2018,123646617,100205768,51,"C",15,,""
2018,123646540,100201254,5,"C",20,,""
2018,123651676,100201340,21,"C",13,,""
2018,123646698,100205839,45,"C",20,,""
2018,123651687,100201350,45,"C",5,,""
2018,123651712,100201370,27,"C",34,,""
2018,123651722,100205831,45,"C",7,,""
2018,123646703,100201388,45,"C",25,,""
2018,123646739,100201408,23,"C",23,,""
2018,123651782,100205892,16,"C",20,,""
2018,123651781,100205892,35,"C",20,,""
2018,123651796,100201441,49,"A",24,,"N"
2018,123646806,100201460,16,"C",14,,""
2018,123651814,100201460,35,"C",14,,""
2018,123651819,100205932,5,"C",20,,""
2018,123651837,100205939,5,"C",3,,""
2018,123646874,100201508,16,"C",13,,""
2018,123646906,100201533,2,"C",20,,""
2018,123651921,100206018,23,"C",8,,""
2018,123646936,100201544,23,"C",23,,""
2018,123647057,100201633,11,"C",7,,""
2018,123652195,100206316,51,"C",13,,""
2018,123647070,100206137,23,"C",8,,""
2018,123647143,100201690,51,"C",20,,""
2018,123647094,100201661,51,"C",20,,""
2018,123652152,100201769,51,"C",20,,""
2018,123647154,100201699,51,"C",20,,""
2018,123652083,100206207,27,"C",20,,""
2018,123647521,100206508,49,"A",24,,"N"
2018,123652280,100206422,49,"C",25,,"N"
2018,123647442,100206436,5,"C",25,,""
2018,123647497,100206493,49,"C",19,1,"N"
2018,123647657,100206616,49,"C",19,1,"N"
2018,123647545,100206521,44,"C",20,,""
2018,123652424,100206589,14,"C",18,,""
2018,123652446,100206614,45,"C",20,,""
2018,123647709,100206660,5,"C",5,,""
2018,123652515,100202066,5,"C",13,,""
2018,123647757,100206705,14,"C",18,,""
2018,123652545,100202105,45,"C",20,,""
2018,123648089,100206972,5,"C",20,,""
2018,123653003,100207130,51,"C",41,,""
2018,123648353,100202455,2,"C",41,,""
2018,123653148,100207262,23,"C",12,,""
2018,123653153,100202532,47,"C",20,,""
2018,123648496,100207277,46,"A",20,,""
2018,123653237,100207342,45,"C",7,,""
2018,123648581,100207360,47,"C",20,,""
2018,123648591,100202594,5,"C",11,,""
2018,123648590,100202594,51,"C",11,,""
2018,123648662,100202648,16,"C",13,,""
2018,123653306,100202648,35,"C",13,,""
2018,123653332,100207434,5,"C",18,,""
2018,123648709,100207682,5,"C",20,,""
2018,123653355,100207686,5,"C",20,,""
2018,123653354,100207686,51,"C",20,,""
2018,123648725,100207689,35,"C",41,,""
2018,123648728,100207459,35,"C",13,,""
2018,123648753,100207485,56,"C",41,,""
2018,123648781,100207730,35,"C",20,,""
2018,123648791,100207511,45,"C",20,,""
2018,123653421,100207521,39,"C",18,,""
2018,123653430,100207530,28,"C",13,,""
2018,123648842,100207551,46,"C",20,,""
2018,123648871,100207574,45,"C",20,,""
2018,123653470,100207586,21,"C",20,,""
2018,123653483,100207604,45,"C",23,,""
2018,123648908,100207808,45,"C",2,,""
2018,123648928,100207634,5,"C",20,,""
2018,123648993,100212676,2,"C",20,,""
2018,123653562,100207862,16,"C",13,,""
2018,123649013,100212690,16,"C",22,,""
2018,123649039,100212704,21,"C",25,,""
2018,123649060,100212720,44,"C",14,,""
2018,123653618,100212741,23,"C",8,,""
2018,123649091,100212744,16,"C",13,,""
2018,125143531,101503672,45,"C",21,,""
2018,125143537,101503681,7,"C",25,,""
2018,125143538,101503681,5,"C",25,,""
2018,125133536,101508825,35,"C",13,,""
2018,125138356,101508825,16,"C",13,,""
2018,125701664,102002542,47,"C",20,,""
2018,125695869,102002553,23,"C",7,,""
2018,125695878,102002566,14,"C",25,,""
2018,125698819,102002593,23,"C",7,,""
2018,125701726,102002607,39,"C",46,,""
2018,125698827,102002607,29,"C",46,,""
2018,125701724,102002607,40,"C",46,,""
2018,125701725,102002607,16,"C",46,,""
2018,125698837,101995364,16,"C",13,,""
2018,125695907,101995364,35,"C",13,,""
2018,125698847,102002631,51,"C",22,,""
2018,125698853,101995376,36,"C",20,,""
2018,125698865,101997796,41,"C",25,,""
2018,125701613,101995304,28,"C",20,,""
2018,125701627,101995317,51,"C",20,,""
2018,123649093,100212744,35,"C",13,,""
2018,123653623,100207924,35,"C",18,,""
2018,123649103,100207924,16,"C",18,,""
2018,123649118,100207936,45,"C",20,,""
2018,123653652,100212772,5,"C",25,,""
2018,123649169,100212811,16,"C",18,,""
2018,123653702,100212825,2,"C",24,,""
2018,123649198,100212836,51,"C",20,,""
2018,123649248,100212874,5,"C",10,,""
2018,123653762,100212893,45,"C",20,,""
2018,123649233,100212867,51,"C",15,,""
2018,123649310,100212928,49,"C",34,,"N"
2018,123678838,100233665,51,"C",15,,""
2018,123678872,100231751,21,"C",20,,""
2018,123678870,100231751,49,"C",20,,"N"
2018,123678883,100231761,14,"C",20,,""
2018,123678902,100231776,16,"C",13,,""
2018,123678968,100233768,16,"C",31,,""
2018,123682078,100233778,45,"C",16,,""
2018,123682099,100231852,5,"C",13,,""
2018,123682139,100233828,16,"C",18,,""
2018,123679108,100233879,36,"C",20,,""
2018,123682245,100233931,14,"C",20,,""
2018,123682269,100233945,11,"C",21,,""
2018,123679212,100233953,41,"C",20,,""
2018,123682278,100233960,27,"C",20,,""
2018,123682324,100232052,39,"C",18,,""
2018,123682323,100232052,35,"C",18,,""
2018,123682326,100232052,16,"C",18,,""
2018,123679277,100234010,23,"C",7,,""
2018,123679286,100232072,2,"C",20,,""
2018,123682665,100234270,35,"C",13,,""
2018,123682481,100234121,51,"C",20,,""
2018,123682535,100234153,5,"C",13,,""
2018,123682575,100234181,5,"C",20,,""
2018,123654162,100213366,41,"C",7,,""
2018,123649799,100213376,11,"C",2,,""
2018,123654173,100213381,44,"C",22,,""
2018,123649908,100213472,44,"C",20,,""
2018,123650307,100213781,5,"C",3,,""
2018,123682600,100232254,51,"C",20,,""
2018,123679796,100234506,56,"C",46,,""
2018,123649921,100213483,47,"C",20,,""
2018,123649930,100208436,23,"C",8,,""
2018,123649938,100208443,16,"C",13,,""
2018,123649937,100208443,35,"C",13,,""
2018,123654292,100208470,51,"C",20,,""
2018,123650007,100208489,51,"C",18,,""
2018,123682619,100234226,5,"C",20,,""
2018,123650342,100213808,51,"C",36,,""
2018,123654553,100208697,45,"C",25,,""
2018,123650195,100208597,45,"C",7,,""
2018,123682872,100234422,16,"C",13,,""
2018,123682878,100232481,51,"C",3,,""
2018,123682636,100232293,5,"C",30,,""
2018,123654559,100208703,45,"C",25,,""
2018,123654569,100213841,49,"C",20,,"F"
2018,123654567,100213841,47,"C",20,,""
2018,123650429,100213869,35,"C",13,,""
2018,123650428,100213869,16,"C",13,,""
2018,123650442,100213876,11,"C",8,,""
2018,123650728,100214108,35,"C",13,,""
2018,123650729,100214108,16,"C",13,,""
2018,123679535,100234252,45,"C",20,,""
2018,123679551,100232316,45,"C",23,,""
2018,123679554,100234270,16,"C",13,,""
2018,123654962,100209021,5,"C",18,,""
2018,123650832,100214204,16,"C",13,,""
2018,123654992,100214239,3,"C",20,,""
2018,123650887,100214243,16,"C",13,,""
2018,123655005,100209082,5,"C",13,,""
2018,123651063,100209180,51,"C",22,,""
2018,123650951,100214300,45,"C",20,,""
2018,123655101,100214355,35,"C",13,,""
2018,123651009,100214355,16,"C",13,,""
2018,123655121,100214373,45,"C",7,,""
2018,123682682,100232333,44,"C",20,,""
2018,123656578,100214816,16,"C",15,,""
2018,123656440,100214718,5,"C",20,,""
2018,123655426,100214722,51,"C",20,,""
2018,123656449,100209436,35,"C",18,,""
2018,123655447,100214733,51,"C",20,,""
2018,123656481,100214749,45,"C",6,,""
2018,123656495,100214757,5,"C",20,,""
2018,123655482,100214769,5,"C",20,,""
2018,123656531,100209486,35,"C",13,,""
2018,123656532,100209486,16,"C",13,,""
2018,123655547,100214844,16,"C",25,,""
2018,123656607,100214844,35,"C",25,,""
2018,123656615,100214848,27,"C",20,,""
2018,123656635,100209556,16,"C",13,,""
2018,123656652,100214884,16,"C",18,,""
2018,123655598,100214893,16,"C",22,,""
2018,123655612,100214905,51,"C",25,,""
2018,123679591,100232358,44,"C",20,,""
2018,123679607,100234308,36,"C",20,,""
2018,123679610,100232375,45,"C",5,,""
2018,123682751,100234337,41,"C",8,,""
2018,123682781,100234356,16,"C",13,,""
2018,123682892,100232489,23,"C",8,,""
2018,123679859,100232614,16,"C",13,,""
2018,123683104,100232651,51,"C",20,,""
2018,123683057,100232614,35,"C",13,,""
2018,123679910,100234619,16,"C",20,,""
2018,123683120,100234619,39,"C",20,,""
2018,123683140,100237670,45,"C",25,,""
2018,123679940,100237679,47,"C",20,,""
2018,123679954,100234662,47,"C",12,,""
2018,123683193,100234676,14,"C",20,,""
2018,123679998,100237736,23,"C",8,,""
2018,123683257,100234721,41,"C",14,,""
2018,123683291,100234747,7,"C",24,,""
2018,123683317,100237782,14,"A",20,,""
2018,123683350,100234793,45,"C",21,,""
2018,123680094,100234803,5,"C",20,,""
2018,123680093,100234803,14,"C",20,,""
2018,123683393,100237826,21,"C",5,,""
2018,123683429,100237861,51,"C",20,,""
2018,123680183,100234866,23,"C",8,,""
2018,123680261,100237945,35,"C",20,,""
2018,123680226,100234899,47,"C",20,,""
2018,123680439,100235101,16,"C",13,,""
2018,123680304,100234970,35,"C",20,,""
2018,123683576,100234970,16,"C",20,,""
2018,123680351,100235011,29,"C",20,,""
2018,123683617,100235011,51,"C",20,,""
2018,123680366,100235034,16,"C",20,,""
2018,123683672,100238057,27,"C",13,,""
2018,123680407,100235065,47,"C",20,,""
2018,123683705,100238084,16,"C",13,,""
2018,123683706,100238084,35,"C",13,,""
2018,123683721,100238091,2,"C",20,,""
2018,123680432,100238097,51,"C",13,,""
2018,123683762,100238123,28,"C",5,,""
2018,123683761,100238123,47,"C",5,,""
2018,123683792,100235148,41,"C",20,,""
2018,123683791,100235148,47,"C",20,,""
2018,123680521,100235168,2,"C",20,,""
2018,123683891,100238214,35,"C",13,,""
2018,123683900,100235238,16,"C",20,,""
2018,123680622,100238250,45,"C",20,,""
2018,123683937,100235271,45,"C",13,,""
2018,123680654,100235300,45,"C",20,,""
2018,123680706,100235350,45,"C",20,,""
2018,123684040,100238346,2,"C",20,,""
2018,123680759,100235393,11,"C",7,,""
2018,123680789,100238397,5,"C",20,,""
2018,123684117,100235428,14,"C",20,,""
2018,123680818,100235435,14,"C",13,,""
2018,123684218,100235511,15,"A",14,,""
2018,123684225,100235515,51,"C",20,,""
2018,123680929,100238523,5,"C",18,,""
2018,123684256,100235540,16,"C",13,,""
2018,123684255,100235540,35,"C",13,,""
2018,123680991,100238585,11,"C",21,,""
2018,123684300,100235569,51,"C",20,,""
2018,123686402,100235929,51,"C",13,,""
2018,123680990,100238585,2,"C",21,,""
2018,123684332,100238595,45,"C",20,,""
2018,123681035,100238638,5,"C",25,,""
2018,123681053,100235630,21,"C",13,,""
2018,123684402,100238669,14,"C",13,,""
2018,123684415,100238682,36,"C",20,,""
2018,123684692,100238912,45,"C",20,,""
2018,123684702,100235913,49,"C",24,,"N"
2018,123684704,100235913,5,"C",24,,""
2018,123684715,100238929,49,"C",20,,"N"
2018,123686414,100238954,45,"C",20,,""
2018,123684748,100235948,21,"C",13,,""
2018,123684760,100235953,51,"C",13,,""
2018,123684774,100235957,16,"C",13,,""
2018,123686437,100235969,15,"A",20,,""
2018,123684813,100239010,45,"C",24,,""
2018,123686921,100236395,36,"C",20,,""
2018,123686939,100236403,35,"C",18,,""
2018,123685343,100236403,21,"C",18,,""
2018,123685342,100236403,16,"C",18,,""
2018,123686497,100239054,5,"C",25,,""
2018,123686509,100239064,47,"C",20,,""
2018,123684890,100236032,45,"C",20,,""
2018,123684907,100236055,14,"C",13,,""
2018,123686538,100236067,51,"C",20,,""
2018,123686547,100236076,2,"C",20,,""
2018,123684981,100239137,51,"C",38,,""
2018,123684994,100236137,35,"C",13,,""
2018,123685005,100236147,2,"C",7,,""
2018,123685002,100236147,11,"C",7,,""
2018,123685056,100236187,14,"C",20,,""
2018,123685065,100239197,35,"C",46,,""
2018,123685087,100236212,45,"C",19,,""
2018,123686722,100239224,35,"C",20,,""
2018,123685102,100239224,16,"C",20,,""
2018,123685161,100239275,14,"C",20,,""
2018,123685188,100236286,23,"C",8,,""
2018,123685210,100239317,51,"C",20,,""
2018,123685236,100236323,51,"C",20,,""
2018,123686865,100236346,2,"C",8,,""
2018,123686876,100239380,35,"C",14,,""
2018,123686875,100239380,16,"C",14,,""
2018,123685306,100239398,11,"C",21,,""
2018,123685317,100239407,49,"C",5,,"N"
2018,123685453,100236488,51,"C",15,,""
2018,123686961,100239441,35,"C",13,,""
2018,123686962,100239441,16,"C",13,,""
2018,123685387,100236449,45,"C",13,,""
2018,123687476,100236857,51,"C",20,,""
2018,123687107,100236546,5,"C",25,,""
2018,123687146,100236578,2,"C",11,,""
2018,123685575,100236589,35,"C",20,,""
2018,123685574,100236589,16,"C",20,,""
2018,123685582,100236600,51,"C",20,,""
2018,123685606,100236623,44,"C",20,,""
2018,123685643,100236659,45,"C",20,,""
2018,123687260,100239699,51,"C",20,,""
2018,123685690,100239729,44,"C",22,,""
2018,123687303,100236700,51,"C",15,,""
2018,123687336,100236734,51,"C",20,,""
2018,123685759,100236756,5,"C",10,,""
2018,123685771,100239796,14,"C",20,,""
2018,123687416,100239830,51,"C",20,,""
2018,123685815,100236809,5,"C",20,,""
2018,123685825,100239845,5,"C",11,,""
2018,123687449,100236832,51,"C",20,,""
2018,123687472,100239884,14,"C",6,,""
2018,123655636,100209602,49,"C",20,,"N"
2018,123656728,100214957,51,"C",20,,""
2018,123656873,100215076,2,"C",20,,""
2018,123655864,100209803,45,"C",23,,""
2018,123656898,100215095,5,"C",20,,""
2018,123656905,100215102,51,"C",20,,""
2018,123655872,100215122,51,"C",25,,""
2018,123656949,100215154,45,"C",23,,""
2018,123657242,100215421,23,"C",23,,""
2018,123655890,100215139,46,"C",38,,""
2018,123657245,100215426,45,"C",22,,""
2018,123657535,100215652,45,"C",20,,""
2018,123656984,100215182,23,"C",8,,""
2018,123655983,100209901,14,"C",25,,""
2018,123655996,100215226,49,"C",20,,"N"
2018,123657035,100215229,5,"C",13,,""
2018,123657048,100215241,5,"C",19,,""
2018,123656013,100215245,14,"C",25,,""
2018,123657054,100215246,45,"C",25,,""
2018,123657063,100215255,14,"C",18,,""
2018,123656041,100209947,14,"C",13,,""
2018,123656040,100209947,41,"C",8,,""
2018,123657090,100215283,47,"C",20,,""
2018,123656065,100215299,51,"C",25,,""
2018,123657142,100215322,45,"C",20,,""
2018,123657172,100215356,45,"C",6,,""
2018,123657211,100215390,5,"C",20,,""
2018,123656142,100215393,45,"C",20,,""
2018,123656143,100215393,5,"C",20,,""
2018,123657216,100215398,5,"C",20,,""
2018,123657250,100210075,23,"C",8,,""
2018,123656260,100215499,5,"C",20,,""
2018,123657554,100210287,51,"C",20,,""
2018,123656228,100210106,35,"C",20,,""
2018,123657338,100215512,51,"C",25,,""
2018,123656277,100210147,45,"C",36,,""
2018,123656280,100210149,56,"C",22,,""
2018,123657430,100215584,16,"C",13,,""
2018,123657568,100215670,14,"C",25,,""
2018,123681634,100233392,21,"C",20,,""
2018,123681510,100231441,16,"C",13,,""
2018,123673176,100225574,49,"C",25,,"F"
2018,123673154,100225554,45,"C",20,,""
2018,123665791,100225625,51,"C",20,,""
2018,123673355,100229334,11,"C",12,,""
2018,123673363,100225747,45,"C",20,,""
2018,123674119,100226310,41,"C",8,,""
2018,123673735,100226011,35,"C",20,,""
2018,123666047,100225924,5,"C",20,,""
2018,123673657,100225949,45,"C",21,,""
2018,123674228,100226383,5,"C",18,,""
2018,123666168,100226061,44,"C",8,,""
2018,123673812,100226092,45,"C",18,,""
2018,123666199,100226101,45,"C",8,,""
2018,123673908,100226168,51,"C",20,,""
2018,123666263,100226186,14,"C",20,,""
2018,123676394,100226310,11,"C",8,,""
2018,123676652,100226556,44,"C",21,,""
2018,123674239,100226390,5,"C",20,,""
2018,123674259,100226400,14,"C",18,,""
2018,123674294,100229842,11,"C",8,,""
2018,123674295,100229842,41,"C",8,,""
2018,123674329,100226465,45,"C",20,,""
2018,123674384,100229914,5,"C",38,,""
2018,123674401,100226523,51,"C",18,,""
2018,123676744,100226671,23,"C",24,,""
2018,123674469,100226591,39,"C",13,,""
2018,123674473,100226595,47,"C",21,,""
2018,123674481,100226601,5,"C",13,,""
2018,123674500,100226610,2,"A",11,,""
2018,123666727,100227437,47,"C",20,,""
2018,123676761,100226694,35,"C",20,,""
2018,123676760,100226694,16,"C",20,,""
2018,123676813,100226746,51,"C",3,,""
2018,123674668,100226750,51,"C",20,,""
2018,123676835,100230119,11,"C",7,,""
2018,123674711,100230131,51,"C",20,,""
2018,123674732,100226801,47,"C",20,,""
2018,123676886,100226823,41,"C",7,,""
2018,123676885,100226823,11,"C",7,,""
2018,123674767,100226833,49,"A",36,,"F"
2018,123674768,100226833,5,"C",36,,""
2018,123674779,100226840,21,"C",20,,""
2018,123676911,100230178,44,"C",22,,""
2018,123676953,100226886,41,"C",2,,""
2018,123677017,100230264,45,"C",13,,""
2018,123677068,100226980,4,"C",20,,""
2018,123675503,100227439,5,"C",38,,""
2018,123675510,100227444,5,"C",38,,""
2018,123677105,100226999,47,"C",20,,""
2018,123677114,100227006,21,"C",20,,""
2018,123677131,100227018,5,"C",20,,""
2018,123677137,100227023,14,"C",18,,""
2018,123677138,100227023,5,"C",18,,""
2018,123674990,100227028,14,"C",18,,""
2018,123674991,100227028,21,"C",18,,""
2018,123677152,100227035,47,"C",21,,""
2018,123674999,100227040,35,"C",13,,""
2018,123677157,100227040,16,"C",13,,""
2018,123675018,100227051,45,"C",23,,""
2018,123677174,100230386,41,"C",2,,""
2018,123675587,100227498,23,"C",8,,""
2018,123677584,100227445,16,"C",13,,""
2018,123677585,100227445,35,"C",13,,""
2018,123677743,100227603,21,"C",13,,""
2018,123677755,100227613,16,"C",13,,""
2018,123681589,100233357,35,"C",13,,""
2018,123675631,100227533,23,"C",8,,""
2018,123677849,100230908,45,"C",20,,""
2018,123678531,100233321,14,"C",19,,""
2018,123675821,100230918,5,"C",20,,""
2018,123666746,100230924,45,"C",13,,""
2018,123666747,100232720,16,"C",20,,""
2018,123677893,100232740,16,"C",20,,""
2018,123677892,100232740,35,"C",20,,""
2018,123677915,100232765,16,"C",12,,""
2018,123675883,100232765,35,"C",12,,""
2018,123675921,100232802,45,"C",7,,""
2018,123677968,100231008,23,"C",8,,""
2018,123675978,100231034,5,"C",25,,""
2018,123678000,100231038,23,"C",24,,""
2018,123677999,100232855,16,"C",13,,""
2018,123678009,100231050,44,"C",20,,""
2018,123678031,100232873,23,"C",7,,""
2018,123676078,100232930,46,"A",20,,""
2018,123666774,100232937,45,"C",20,,""
2018,123676113,100231165,11,"C",8,,""
2018,123678154,100232973,49,"C",20,,"F"
2018,123678199,100218051,51,"C",20,,""
2018,123678244,100233047,51,"C",20,,""
2018,123678268,100231271,35,"C",18,,""
2018,123678269,100231271,16,"C",18,,""
2018,123676262,100231281,5,"C",20,,""
2018,123676259,100231281,35,"C",20,,""
2018,123676260,100231281,51,"C",20,,""
2018,123676263,100231281,16,"C",20,,""
2018,123676271,100233083,44,"C",20,,""
2018,123678292,100231291,5,"C",13,,""
2018,123678293,100231291,45,"C",13,,""
2018,123676315,100231314,51,"C",20,,""
2018,123678399,100233190,11,"C",2,,""
2018,123678406,100233196,45,"C",25,,""
2018,123681482,100231424,51,"C",20,,""
2018,123678492,100231446,45,"C",20,,""
2018,123681587,100233357,16,"C",13,,""
2018,123681633,100233392,45,"C",25,,""
2018,123678605,100233399,51,"C",20,,""
2018,123681756,100233482,45,"C",13,,""
2018,123681759,100233485,28,"C",13,,""
2018,123678686,100233495,16,"C",13,,""
2018,123678688,100233495,35,"C",13,,""
2018,123681794,100233519,5,"C",20,,""
2018,123681801,100233532,35,"C",38,,""
2018,123678709,100233532,16,"C",38,,""
2018,123678721,100233545,23,"C",8,,""
2018,123681835,100233561,45,"C",14,,""
2018,123681841,100233571,14,"C",13,,""
2018,123678750,100233587,51,"C",19,,""
2018,123678761,100233598,5,"C",8,,""
2018,123681902,100233619,51,"C",20,,""
2018,123681920,100233637,17,"C",20,,""
2018,123666830,100231714,45,"C",10,,""
2018,123636123,100196062,14,"C",18,,""
2018,123631132,100196062,21,"C",18,,""
2018,123636130,100196067,45,"C",20,,""
2018,123636152,100196087,14,"C",18,,""
2018,123636192,100196116,11,"C",7,,""
2018,123642367,100197714,16,"C",13,,""
2018,123642364,100197714,35,"C",13,,""
2018,123642423,100197367,23,"C",12,,""
2018,123638290,100202890,49,"C",20,,"F"
2018,123642986,100202898,51,"C",20,,""
2018,123638466,100203024,2,"C",25,,""
2018,123638336,100202923,41,"C",20,,""
2018,123643057,100202974,51,"C",15,,""
2018,123638403,100198323,16,"C",13,,""
2018,123638419,100198333,35,"C",20,,""
2018,123643081,100198333,16,"C",20,,""
2018,123638518,100203069,5,"C",20,,""
2018,123638520,100203069,14,"C",20,,""
2018,123638530,100203075,16,"C",18,,""
2018,123638548,100198436,51,"C",41,,""
2018,123638587,100203121,5,"C",20,,""
2018,123638653,100203188,28,"C",13,,""
2018,123643372,100198548,35,"C",20,,""
2018,123638731,100198548,16,"C",20,,""
2018,123643386,100203260,16,"C",20,,""
2018,123643508,100203376,39,"C",13,,""
2018,123638896,100203376,16,"C",13,,""
2018,123687488,100236864,14,"C",20,,""
2018,123685902,100236881,51,"C",20,,""
2018,123685906,100239923,44,"C",3,,""
2018,123687520,100239932,45,"C",20,,""
2018,123687539,100239948,51,"C",25,,""
2018,123687535,100239948,44,"C",13,,""
2018,123685946,100239956,51,"C",20,,""
2018,123687572,100239981,51,"C",25,,""
2018,123687569,100239981,35,"C",20,,""
2018,123687581,100236954,51,"C",20,,""
2018,123686008,100240005,5,"C",13,,""
2018,123686021,100236977,5,"C",13,,""
2018,123686028,100236982,51,"C",20,,""
2018,123686070,100237028,16,"C",20,,""
2018,123686071,100237028,35,"C",20,,""
2018,123686072,100237028,36,"C",20,,""
2018,123686086,100237045,5,"C",20,,""
2018,123686137,100237076,44,"C",20,,""
2018,123687737,100237096,5,"C",20,,""
2018,123687743,100237113,23,"C",8,,""
2018,123687835,100240219,47,"C",34,,""
2018,123687834,100240219,49,"C",34,,"N"
2018,123686300,100240243,39,"C",20,,""
2018,123687854,100240243,45,"C",20,,""
2018,123687853,100240243,16,"C",20,,""
2018,123687877,100240255,16,"C",13,,""
2018,123691390,100237260,44,"C",20,,""
2018,123691395,100237265,45,"C",20,,""
2018,123687940,100237265,30,"C",20,,""
2018,123691403,100237277,14,"C",25,,""
2018,123691425,100237295,51,"C",12,,""
2018,123687994,100237322,28,"C",18,,""
2018,123688000,100240345,51,"C",15,,""
2018,123691479,100240371,16,"C",13,,""
2018,123691561,100237410,17,"C",8,,""
2018,123622914,100181212,45,"C",20,,""
2018,123619670,100183920,5,"C",20,,""
2018,123622916,100183920,44,"C",20,,""
2018,123619668,100183920,29,"C",20,,""
2018,123629384,100193990,45,"C",5,,""
2018,123634584,100194733,2,"C",8,,""
2018,123634241,100190545,51,"C",20,,""
2018,123634313,100194461,5,"C",46,,""
2018,123629756,100194491,23,"C",8,,""
2018,123629790,100190612,49,"C",20,,"N"
2018,123634443,100190645,51,"C",15,,""
2018,123630053,100194821,16,"C",13,,""
2018,123630054,100194821,35,"C",13,,""
2018,123630087,100194862,51,"C",3,,""
2018,123630107,100190846,45,"C",7,,""
2018,128841179,104764472,47,"C",20,,""
2018,123655685,100209641,45,"C",23,,""
2018,123655670,100209629,2,"C",7,,""
2018,123656735,100214963,44,"C",8,,""
2018,123656737,100209643,35,"C",13,,""
2018,123655687,100209643,16,"C",13,,""
2018,123656754,100214976,2,"C",40,,""
2018,123655776,100215035,49,"C",20,,"F"
2018,123656795,100209704,41,"C",23,,""
2018,123656796,100209704,45,"C",23,,""
2018,123656797,100215014,5,"C",13,,""
2018,123656875,100215077,5,"C",18,,""
2018,123655862,100209802,51,"C",20,,""
2018,123655995,100215222,14,"C",18,,""
2018,123657017,100215212,21,"C",25,,""
2018,123656871,100215072,5,"C",20,,""
2018,123656956,100209842,45,"C",23,,""
2018,123655991,100215218,45,"C",25,,""
2018,123655998,100215225,51,"C",20,,""
2018,123656047,100209952,51,"C",13,,""
2018,123656061,100215293,35,"C",20,,""
2018,123656062,100215293,16,"C",20,,""
2018,123657109,100215300,5,"C",20,,""
2018,123657134,100215317,45,"C",20,,""
2018,123656096,100210002,16,"C",13,,""
2018,123657157,100210002,35,"C",13,,""
2018,123657169,100215354,44,"C",13,,""
